Time (s),DeltaTime (s)
47.2531,0.006324
47.2580,0.004839
47.2598,0.001848
47.2634,0.003546
47.2708,0.007445
47.2750,0.004191
47.2768,0.001804
47.2803,0.003454
47.2886,0.008395
47.2921,0.003505
47.2942,0.002043
47.3006,0.006449
47.3070,0.006350
47.3088,0.001822
47.3123,0.003439
47.3166,0.004372
47.3263,0.009631
47.3283,0.002050
47.3310,0.002693
47.3414,0.010418
47.3440,0.002549
47.3466,0.002607
47.3546,0.007993
47.3598,0.005192
47.3619,0.002093
47.3678,0.005984
47.3755,0.007685
47.3780,0.002449
47.3801,0.002096
47.3874,0.007305
47.3930,0.005657
47.3951,0.002118
47.4012,0.006059
47.4088,0.007632
47.4106,0.001800
47.4138,0.003193
47.4225,0.008719
47.4243,0.001787
47.4274,0.003088
47.4341,0.006720
47.4401,0.005939
47.4421,0.001974
47.4452,0.003113
47.4513,0.006093
47.4567,0.005436
47.4585,0.001778
47.4617,0.003205
47.4678,0.006078
47.4709,0.003170
47.4736,0.002683
47.4776,0.003945
47.4824,0.004834
47.4869,0.004526
47.4896,0.002666
47.4932,0.003577
47.4983,0.005130
47.5041,0.005803
47.5060,0.001866
47.5093,0.003382
47.5129,0.003597
47.5225,0.009514
47.5259,0.003408
47.5285,0.002603
47.5310,0.002573
47.5377,0.006695
47.5463,0.008590
47.5499,0.003533
47.5571,0.007259
47.5589,0.001807
47.5623,0.003345
47.5686,0.006328
47.5755,0.006889
47.5773,0.001844
47.5805,0.003140
47.5904,0.009895
47.5922,0.001888
47.5949,0.002695
47.6016,0.006670
47.6092,0.007591
47.6112,0.001986
47.6147,0.003557
47.6240,0.009253
47.6260,0.001969
47.6288,0.002802
47.6363,0.007568
47.6513,0.014941
47.6757,0.024463
47.6901,0.014335
47.6929,0.002839
47.6957,0.002734
47.7023,0.006650
47.7141,0.011769
47.7300,0.015906
47.7374,0.007446
47.7432,0.005757
47.7489,0.005710
47.7541,0.005227
47.7595,0.005409
47.7632,0.003638
47.7677,0.004569
47.7715,0.003764
47.7756,0.004092
47.7801,0.004548
47.7844,0.004295
47.7881,0.003666
47.7921,0.004044
47.7952,0.003049
47.7993,0.004123
47.8043,0.004990
47.8102,0.005922
47.8144,0.004207
47.8182,0.003723
47.8206,0.002435
47.8240,0.003385
47.8273,0.003343
47.8298,0.002468
47.8324,0.002639
47.8352,0.002770
47.8380,0.002802
47.8400,0.002048
47.8439,0.003906
47.8491,0.005154
47.8528,0.003690
47.8566,0.003810
47.8611,0.004476
47.8652,0.004122
47.8697,0.004506
47.8727,0.002995
47.8763,0.003555
47.8801,0.003820
47.8844,0.004281
47.8885,0.004155
47.8933,0.004813
47.8973,0.003987
47.9005,0.003180
47.9040,0.003480
47.9098,0.005858
47.9127,0.002866
47.9186,0.005903
47.9224,0.003838
47.9257,0.003276
47.9315,0.005759
47.9353,0.003813
47.9372,0.001889
47.9405,0.003351
47.9444,0.003835
47.9496,0.005279
47.9524,0.002772
47.9563,0.003906
47.9600,0.003667
47.9643,0.004346
47.9681,0.003761
47.9719,0.003822
47.9751,0.003217
47.9793,0.004149
47.9851,0.005847
47.9876,0.002522
47.9910,0.003354
47.9947,0.003661
47.9986,0.003915
48.0020,0.003425
48.0064,0.004438
48.0105,0.004011
48.0143,0.003821
48.0182,0.003888
48.0217,0.003565
48.0254,0.003685
48.0296,0.004190
48.0334,0.003839
48.0372,0.003737
48.0411,0.003914
48.0444,0.003281
48.0488,0.004468
48.0524,0.003567
48.0559,0.003485
48.0596,0.003677
48.0639,0.004333
48.0677,0.003793
48.0711,0.003361
48.0749,0.003863
48.0789,0.004018
48.0827,0.003717
48.0873,0.004620
48.0913,0.004032
48.0951,0.003801
48.0999,0.004780
48.1034,0.003483
48.1062,0.002783
48.1111,0.004978
48.1139,0.002781
48.1180,0.004040
48.1214,0.003460
48.1248,0.003391
48.1288,0.004020
48.1346,0.005761
48.1365,0.001885
48.1396,0.003175
48.1433,0.003681
48.1479,0.004593
48.1510,0.003050
48.1545,0.003551
48.1589,0.004385
48.1620,0.003124
48.1662,0.004190
48.1700,0.003748
48.1734,0.003476
48.1772,0.003801
48.1813,0.004049
48.1850,0.003671
48.1888,0.003860
48.1924,0.003590
48.1961,0.003662
48.2006,0.004490
48.2040,0.003403
48.2080,0.004034
48.2121,0.004096
48.2164,0.004277
48.2196,0.003226
48.2235,0.003871
48.2273,0.003869
48.2311,0.003760
48.2345,0.003415
48.2385,0.003996
48.2427,0.004200
48.2462,0.003480
48.2509,0.004747
48.2539,0.002981
48.2575,0.003580
48.2612,0.003684
48.2653,0.004076
48.2686,0.003371
48.2727,0.004036
48.2762,0.003553
48.2803,0.004052
48.2838,0.003556
48.2875,0.003666
48.2913,0.003758
48.2951,0.003805
48.2987,0.003651
48.3023,0.003611
48.3063,0.003998
48.3106,0.004280
48.3137,0.003087
48.3176,0.003910
48.3212,0.003614
48.3247,0.003455
48.3286,0.003936
48.3322,0.003640
48.3358,0.003575
48.3396,0.003809
48.3431,0.003501
48.3469,0.003759
48.3507,0.003856
48.3542,0.003471
48.3579,0.003703
48.3618,0.003875
48.3663,0.004463
48.3691,0.002865
48.3728,0.003673
48.3764,0.003583
48.3801,0.003700
48.3840,0.003954
48.3879,0.003834
48.3917,0.003871
48.3955,0.003731
48.3995,0.003991
48.4030,0.003552
48.4068,0.003796
48.4116,0.004796
48.4146,0.003014
48.4184,0.003758
48.4217,0.003308
48.4255,0.003830
48.4310,0.005502
48.4336,0.002615
48.4370,0.003415
48.4412,0.004153
48.4447,0.003486
48.4489,0.004191
48.4524,0.003526
48.4562,0.003762
48.4598,0.003617
48.4636,0.003838
48.4674,0.003831
48.4710,0.003541
48.4749,0.003885
48.4785,0.003627
48.4828,0.004351
48.4863,0.003449
48.4901,0.003786
48.4945,0.004370
48.4986,0.004141
48.5428,0.044201
48.5896,0.046847
48.5969,0.007287
48.6230,0.026090
48.6255,0.002526
48.6290,0.003433
48.6317,0.002716
48.6342,0.002478
48.6359,0.001744
48.6382,0.002258
48.6400,0.001798
48.6432,0.003194
48.6474,0.004257
48.6508,0.003375
48.6543,0.003503
48.6587,0.004408
48.6618,0.003074
48.6660,0.004197
48.6699,0.003887
48.6734,0.003572
48.6771,0.003669
48.6826,0.005522
48.6849,0.002260
48.6884,0.003520
48.6921,0.003738
48.6964,0.004235
48.7007,0.004279
48.7043,0.003591
48.7072,0.002994
48.7111,0.003892
48.7156,0.004483
48.7188,0.003133
48.7225,0.003778
48.7265,0.004015
48.7299,0.003353
48.7340,0.004094
48.7379,0.003879
48.7412,0.003329
48.7449,0.003661
48.7492,0.004353
48.7523,0.003110
48.7561,0.003725
48.7598,0.003713
48.7633,0.003539
48.7672,0.003854
48.7708,0.003615
48.7748,0.004017
48.7781,0.003354
48.7820,0.003846
48.7858,0.003853
48.7901,0.004207
48.8015,0.011469
48.8045,0.002942
48.8121,0.007630
48.8186,0.006556
48.8266,0.007974
48.8299,0.003308
48.8433,0.013393
48.8489,0.005537
48.8548,0.005952
48.8576,0.002755
48.8599,0.002360
48.8615,0.001582
48.8650,0.003490
48.8691,0.004084
48.8723,0.003239
48.8761,0.003823
48.8796,0.003467
48.8884,0.008791
48.8902,0.001822
48.8931,0.002872
48.8982,0.005122
48.9014,0.003159
48.9050,0.003608
48.9084,0.003458
48.9127,0.004241
48.9189,0.006205
48.9234,0.004513
48.9251,0.001684
48.9298,0.004678
48.9335,0.003772
48.9373,0.003722
48.9408,0.003545
48.9448,0.003981
48.9483,0.003504
48.9517,0.003432
48.9555,0.003825
48.9591,0.003532
48.9629,0.003827
48.9667,0.003747
48.9701,0.003440
48.9737,0.003611
48.9776,0.003861
48.9818,0.004225
48.9852,0.003429
48.9894,0.004212
48.9927,0.003291
48.9966,0.003904
49.0002,0.003573
49.0038,0.003565
49.0081,0.004345
49.0117,0.003631
49.0156,0.003880
49.0191,0.003528
49.0229,0.003748
49.0268,0.003881
49.0308,0.003984
49.0343,0.003582
49.0380,0.003693
49.0416,0.003532
49.0453,0.003759
49.0493,0.004017
49.0530,0.003620
49.0566,0.003615
49.0601,0.003561
49.0637,0.003586
49.0676,0.003879
49.0713,0.003724
49.0758,0.004463
49.0806,0.004760
49.0842,0.003675
49.0885,0.004317
49.0982,0.009625
49.1130,0.014792
49.1376,0.024592
49.1455,0.007900
49.1533,0.007840
49.1568,0.003537
49.1597,0.002919
49.1642,0.004409
49.1705,0.006300
49.1738,0.003309
49.1756,0.001869
49.1787,0.003050
49.1823,0.003608
49.1862,0.003956
49.1897,0.003421
49.1934,0.003717
49.1973,0.003952
49.2009,0.003596
49.2047,0.003726
49.2089,0.004229
49.2123,0.003455
49.2162,0.003844
49.2199,0.003738
49.2236,0.003700
49.2285,0.004872
49.2324,0.003901
49.2355,0.003143
49.2394,0.003811
49.2435,0.004148
49.2485,0.005041
49.2558,0.007213
